"","Date_reported","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths"
"257097","2020-02-28",0,41,0,0
"257098","2020-02-29",1,42,0,0
"257099","2020-03-01",4,46,1,1
"257100","2020-03-02",0,43,0,1
"257101","2020-03-03",4,47,0,1
"257102","2020-03-04",0,47,0,1
"257103","2020-03-05",0,47,0,1
"257104","2020-03-06",1,48,0,1
"257105","2020-03-07",2,50,0,1
"257106","2020-03-08",4,54,0,1
"257107","2020-03-09",0,54,0,1
"257108","2020-03-10",0,53,0,1
"257109","2020-03-11",6,59,0,1
"257110","2020-03-12",11,70,0,1
"257111","2020-03-13",5,75,0,1
"257112","2020-03-14",7,82,0,1
"257113","2020-03-15",32,114,0,1
"257114","2020-03-16",33,147,0,1
"257115","2020-03-17",30,177,0,1
"257116","2020-03-18",35,212,0,1
"257117","2020-03-19",60,272,0,1
"257118","2020-03-20",50,322,0,1
"257119","2020-03-21",89,411,0,1
"257120","2020-03-22",188,599,0,1
"257121","2020-03-23",122,721,0,1
"257122","2020-03-24",106,827,3,4
"257123","2020-03-25",107,934,0,4
"257124","2020-03-26",111,1045,0,4
"257125","2020-03-27",91,1136,1,5
"257126","2020-03-28",109,1245,1,6
"257127","2020-03-29",143,1388,1,7
"257128","2020-03-30",136,1524,2,9
"257129","2020-03-31",127,1651,1,10
"257130","2020-04-01",120,1771,2,12
"257131","2020-04-02",104,1875,3,15
"257132","2020-04-03",103,1978,4,19
"257133","2020-04-04",89,2067,1,20
"257134","2020-04-05",102,2169,3,23
"257135","2020-04-06",51,2220,3,26
"257136","2020-04-07",38,2258,1,27
"257137","2020-04-08",111,2369,3,30
"257138","2020-04-09",54,2423,2,32
"257139","2020-04-10",50,2473,1,33
"257140","2020-04-11",45,2518,2,35
"257141","2020-04-12",33,2551,3,38
"257142","2020-04-13",28,2579,2,40
"257143","2020-04-14",34,2613,1,41
"257144","2020-04-15",30,2643,2,43
"257145","2020-04-16",29,2672,3,46
"257146","2020-04-17",28,2700,1,47
"257147","2020-04-18",33,2733,0,47
"257148","2020-04-19",32,2765,0,47
"257149","2020-04-20",27,2792,0,47
"257150","2020-04-21",19,2811,1,48
"257151","2020-04-22",15,2826,1,49
"257152","2020-04-23",13,2839,1,50
"257153","2020-04-24",15,2854,0,50
"257154","2020-04-25",53,2907,1,51
"257155","2020-04-26",15,2922,0,51
"257156","2020-04-27",9,2931,1,52
"257157","2020-04-28",7,2938,2,54
"257158","2020-04-29",9,2947,0,54
"257159","2020-04-30",7,2954,0,54
"257160","2020-05-01",6,2960,0,54
"257161","2020-05-02",6,2966,0,54
"257162","2020-05-03",3,2969,0,54
"257163","2020-05-04",18,2987,0,54
"257164","2020-05-05",1,2988,0,54
"257165","2020-05-06",1,2989,1,55
"257166","2020-05-07",3,2992,0,55
"257167","2020-05-08",8,3000,0,55
"257168","2020-05-09",4,3004,1,56
"257169","2020-05-10",5,3009,0,56
"257170","2020-05-11",6,3015,0,56
"257171","2020-05-12",2,3017,0,56
"257172","2020-05-13",0,3017,0,56
"257173","2020-05-14",1,3018,0,56
"257174","2020-05-15",7,3025,0,56
"257175","2020-05-16",0,3025,0,56
"257176","2020-05-17",3,3028,0,56
"257177","2020-05-18",3,3031,0,56
"257178","2020-05-19",2,3033,0,56
"257179","2020-05-20",1,3034,0,56
"257180","2020-05-21",3,3037,0,56
"257181","2020-05-22",0,3037,0,56
"257182","2020-05-23",3,3040,0,56
"257183","2020-05-24",0,3040,0,56
"257184","2020-05-25",2,3042,1,57
"257185","2020-05-26",3,3045,0,57
"257186","2020-05-27",9,3054,0,57
"257187","2020-05-28",11,3065,0,57
"257188","2020-05-29",11,3076,0,57
"257189","2020-05-30",1,3077,0,57
"257190","2020-05-31",4,3081,0,57
"257191","2020-06-01",1,3082,0,57
"257192","2020-06-02",1,3083,1,58
"257193","2020-06-03",1,3084,0,58
"257194","2020-06-04",17,3101,0,58
"257195","2020-06-05",1,3102,0,58
"257196","2020-06-06",2,3104,0,58
"257197","2020-06-07",8,3112,0,58
"257198","2020-06-08",7,3119,0,58
"257199","2020-06-09",2,3121,0,58
"257200","2020-06-10",4,3125,0,58
"257201","2020-06-11",0,3125,0,58
"257202","2020-06-12",4,3129,0,58
"257203","2020-06-13",5,3134,0,58
"257204","2020-06-14",1,3135,0,58
"257205","2020-06-15",0,3135,0,58
"257206","2020-06-16",0,3135,0,58
"257207","2020-06-17",0,3135,0,58
"257208","2020-06-18",6,3141,0,58
"257209","2020-06-19",5,3146,0,58
"257210","2020-06-20",1,3147,0,58
"257211","2020-06-21",1,3148,0,58
"257212","2020-06-22",3,3151,0,58
"257213","2020-06-23",5,3156,0,58
"257214","2020-06-24",1,3157,0,58
"257215","2020-06-25",1,3158,0,58
"257216","2020-06-26",4,3162,0,58
"257217","2020-06-27",0,3162,0,58
"257218","2020-06-28",0,3162,0,58
"257219","2020-06-29",7,3169,0,58
"257220","2020-06-30",2,3171,0,58
"257221","2020-07-01",2,3173,0,58
"257222","2020-07-02",6,3179,0,58
"257223","2020-07-03",1,3180,0,58
"257224","2020-07-04",5,3185,0,58
"257225","2020-07-05",5,3190,0,58
"257226","2020-07-06",5,3195,0,58
"257227","2020-07-07",0,3195,0,58
"257228","2020-07-08",2,3197,0,58
"257229","2020-07-09",5,3202,0,58
"257230","2020-07-10",0,3202,0,58
"257231","2020-07-11",14,3216,0,58
"257232","2020-07-12",1,3217,0,58
"257233","2020-07-13",3,3220,0,58
"257234","2020-07-14",7,3227,0,58
"257235","2020-07-15",5,3232,0,58
"257236","2020-07-16",4,3236,0,58
"257237","2020-07-17",3,3239,0,58
"257238","2020-07-18",7,3246,0,58
"257239","2020-07-19",3,3249,0,58
"257240","2020-07-20",1,3250,0,58
"257241","2020-07-21",5,3255,0,58
"257242","2020-07-22",6,3261,0,58
"257243","2020-07-23",8,3269,0,58
"257244","2020-07-24",10,3279,0,58
"257245","2020-07-25",3,3282,0,58
"257246","2020-07-26",9,3291,0,58
"257247","2020-07-27",4,3295,0,58
"257248","2020-07-28",2,3297,0,58
"257249","2020-07-29",1,3298,0,58
"257250","2020-07-30",6,3304,0,58
"257251","2020-07-31",6,3310,0,58
"257252","2020-08-01",2,3312,0,58
"257253","2020-08-02",5,3317,0,58
"257254","2020-08-03",3,3320,0,58
"257255","2020-08-04",1,3321,0,58
"257256","2020-08-05",7,3328,0,58
"257257","2020-08-06",2,3330,0,58
"257258","2020-08-07",15,3345,0,58
"257259","2020-08-08",3,3348,0,58
"257260","2020-08-09",3,3351,0,58
"257261","2020-08-10",0,3351,0,58
"257262","2020-08-11",0,3351,0,58
"257263","2020-08-12",5,3356,0,58
"257264","2020-08-13",3,3359,0,58
"257265","2020-08-14",17,3376,0,58
"257266","2020-08-15",0,3376,0,58
"257267","2020-08-16",1,3377,0,58
"257268","2020-08-17",1,3378,0,58
"257269","2020-08-18",3,3381,0,58
"257270","2020-08-19",1,3382,0,58
"257271","2020-08-20",7,3389,0,58
"257272","2020-08-21",1,3390,0,58
"257273","2020-08-22",0,3390,0,58
"257274","2020-08-23",5,3395,0,58
"257275","2020-08-24",2,3397,0,58
"257276","2020-08-25",5,3402,0,58
"257277","2020-08-26",1,3403,0,58
"257278","2020-08-27",1,3404,0,58
"257279","2020-08-28",6,3410,0,58
"257280","2020-08-29",1,3411,0,58
"257281","2020-08-30",0,3411,0,58
"257282","2020-08-31",1,3412,0,58
"257283","2020-09-01",5,3417,0,58
"257284","2020-09-02",8,3425,0,58
"257285","2020-09-03",2,3427,0,58
"257286","2020-09-04",4,3431,0,58
"257287","2020-09-05",7,3438,0,58
"257288","2020-09-06",6,3444,0,58
"257289","2020-09-07",1,3445,0,58
"257290","2020-09-08",1,3446,0,58
"257291","2020-09-09",1,3447,0,58
"257292","2020-09-10",7,3454,0,58
"257293","2020-09-11",7,3461,0,58
"257294","2020-09-12",5,3466,0,58
"257295","2020-09-13",7,3473,0,58
"257296","2020-09-14",2,3475,0,58
"257297","2020-09-15",5,3480,0,58
"257298","2020-09-16",10,3490,0,58
"257299","2020-09-17",0,3490,0,58
"257300","2020-09-18",7,3497,0,58
"257301","2020-09-19",3,3500,1,59
"257302","2020-09-20",6,3506,0,59
"257303","2020-09-21",0,3506,0,59
"257304","2020-09-22",5,3511,0,59
"257305","2020-09-23",3,3514,0,59
"257306","2020-09-24",2,3516,0,59
"257307","2020-09-25",3,3519,0,59
"257308","2020-09-26",3,3522,0,59
"257309","2020-09-27",1,3523,0,59
"257310","2020-09-28",22,3545,0,59
"257311","2020-09-29",14,3559,0,59
"257312","2020-09-30",5,3564,0,59
"257313","2020-10-01",5,3569,0,59
"257314","2020-10-02",6,3575,0,59
"257315","2020-10-03",8,3583,0,59
"257316","2020-10-04",2,3585,0,59
"257317","2020-10-05",5,3590,0,59
"257318","2020-10-06",10,3600,0,59
"257319","2020-10-07",15,3615,0,59
"257320","2020-10-08",7,3622,0,59
"257321","2020-10-09",6,3628,0,59
"257322","2020-10-10",6,3634,0,59
"257323","2020-10-11",2,3636,0,59
"257324","2020-10-12",5,3641,0,59
"257325","2020-10-13",2,3643,0,59
"257326","2020-10-14",9,3652,0,59
"257327","2020-10-15",13,3665,0,59
"257328","2020-10-16",4,3669,0,59
"257329","2020-10-17",10,3679,0,59
"257330","2020-10-18",7,3686,0,59
"257331","2020-10-19",5,3691,0,59
"257332","2020-10-20",9,3700,0,59
"257333","2020-10-21",9,3709,0,59
"257334","2020-10-22",10,3719,0,59
"257335","2020-10-23",8,3727,0,59
"257336","2020-10-24",4,3731,0,59
"257337","2020-10-25",5,3736,0,59
"257338","2020-10-26",7,3743,0,59
"257339","2020-10-27",3,3746,0,59
"257340","2020-10-28",13,3759,0,59
"257341","2020-10-29",4,3763,0,59
"257342","2020-10-30",12,3775,0,59
"257343","2020-10-31",5,3780,0,59
"257344","2020-11-01",4,3784,0,59
"257345","2020-11-02",3,3787,0,59
"257346","2020-11-03",10,3797,0,59
"257347","2020-11-04",7,3804,0,59
"257348","2020-11-05",6,3810,0,59
"257349","2020-11-06",8,3818,1,60
"257350","2020-11-07",12,3830,0,60
"257351","2020-11-08",7,3837,0,60
"257352","2020-11-09",3,3840,0,60
"257353","2020-11-10",4,3844,0,60
"257354","2020-11-11",3,3847,0,60
"257355","2020-11-12",5,3852,0,60
"257356","2020-11-13",9,3861,0,60
"257357","2020-11-14",5,3866,0,60
"257358","2020-11-15",8,3874,0,60
"257359","2020-11-16",1,3875,0,60
"257360","2020-11-17",3,3878,0,60
"257361","2020-11-18",2,3880,0,60
"257362","2020-11-19",8,3888,0,60
"257363","2020-11-20",4,3892,0,60
"257364","2020-11-21",10,3902,0,60
"257365","2020-11-22",11,3913,0,0
"257366","2020-11-23",7,3920,60,60
"257367","2020-11-24",2,3922,0,60
"257368","2020-11-25",4,3926,0,60
"257369","2020-11-26",16,3942,0,60
"257370","2020-11-27",19,3961,0,60
"257371","2020-11-28",5,3966,0,60
"257372","2020-11-29",11,3977,0,60
"257373","2020-11-30",21,3998,0,60
"257374","2020-12-01",10,4008,0,60
"257375","2020-12-02",18,4026,0,60
"257376","2020-12-03",13,4039,0,60
"257377","2020-12-04",14,4053,0,60
"257378","2020-12-05",19,4072,0,60
"257379","2020-12-06",14,4086,0,60
"257380","2020-12-07",21,4107,0,60
"257381","2020-12-08",19,4126,0,60
"257382","2020-12-09",25,4151,0,60
"257383","2020-12-10",18,4169,0,60
"257384","2020-12-11",11,4180,0,60
"257385","2020-12-12",12,4192,0,60
"257386","2020-12-13",17,4209,0,60
"257387","2020-12-14",28,4237,0,60
"257388","2020-12-15",9,4246,0,60
"257389","2020-12-16",15,4261,0,60
"257390","2020-12-17",20,4281,0,60
"257391","2020-12-18",16,4297,0,60
"257392","2020-12-19",34,4331,0,60
"257393","2020-12-20",576,4907,0,60
"257394","2020-12-21",382,5289,0,60
"257395","2020-12-22",427,5716,0,60
"257396","2020-12-23",46,5762,0,60
"257397","2020-12-24",67,5829,0,60
"257398","2020-12-25",81,5910,0,60
"257399","2020-12-26",110,6020,0,60
"257400","2020-12-27",121,6141,0,60
"257401","2020-12-28",144,6285,0,60
"257402","2020-12-29",155,6440,1,61
"257403","2020-12-30",250,6690,0,61
"257404","2020-12-31",194,6884,0,61
"257405","2021-01-01",279,7163,2,63
"257406","2021-01-02",216,7379,1,64
"257407","2021-01-03",315,7694,0,64
"257408","2021-01-04",745,8439,1,65
"257409","2021-01-05",527,8966,0,65
"257410","2021-01-06",365,9331,1,66
"257411","2021-01-07",305,9636,1,67
"257412","2021-01-08",205,9841,0,67
"257413","2021-01-09",212,10053,0,67
"257414","2021-01-10",245,10298,0,67
"257415","2021-01-11",249,10547,0,67
"257416","2021-01-12",287,10834,0,67
"257417","2021-01-13",157,10991,0,67
"257418","2021-01-14",271,11262,2,69
"257419","2021-01-15",188,11450,0,69
"257420","2021-01-16",230,11680,1,70
"257421","2021-01-17",374,12054,0,70
"257422","2021-01-18",369,12423,0,70
"257423","2021-01-19",171,12594,0,70
"257424","2021-01-20",59,12653,1,71
"257425","2021-01-21",142,12795,0,71
"257426","2021-01-22",309,13104,0,71
"257427","2021-01-23",198,13302,1,72
"257428","2021-01-24",198,13500,1,73
"257429","2021-01-25",187,13687,2,75
"257430","2021-01-26",959,14646,0,75
"257431","2021-01-27",819,15465,1,76
"257432","2021-01-28",756,16221,0,76
"257433","2021-01-29",802,17023,0,76
"257434","2021-01-30",930,17953,1,77
"257435","2021-01-31",829,18782,0,77
"257436","2021-02-01",836,19618,0,77
"257437","2021-02-02",836,20454,2,79
"257438","2021-02-03",795,21249,0,79
"257439","2021-02-04",809,22058,0,79
"257440","2021-02-05",586,22644,0,79
"257441","2021-02-06",490,23134,0,79
"257442","2021-02-07",237,23371,0,79
"257443","2021-02-08",186,23557,0,79
"257444","2021-02-09",189,23746,0,79
"257445","2021-02-10",157,23903,1,80
"257446","2021-02-11",201,24104,0,80
"257447","2021-02-12",175,24279,0,80
"257448","2021-02-13",126,24405,0,80
"257449","2021-02-14",166,24571,0,80
"257450","2021-02-15",143,24714,2,82
"257451","2021-02-16",72,24786,0,82
"257452","2021-02-17",175,24961,0,82
"257453","2021-02-18",150,25111,0,82
"257454","2021-02-19",130,25241,1,83
"257455","2021-02-20",82,25323,0,83
"257456","2021-02-21",92,25415,0,83
"257457","2021-02-22",89,25504,0,83
"257458","2021-02-23",95,25599,0,83
"257459","2021-02-24",93,25692,0,83
"257460","2021-02-25",72,25764,0,83
"257461","2021-02-26",45,25809,0,83
"257462","2021-02-27",72,25881,0,83
"257463","2021-02-28",70,25951,0,83
"257464","2021-03-01",80,26031,0,83
"257465","2021-03-02",42,26073,1,84
"257466","2021-03-03",35,26108,0,84
"257467","2021-03-04",54,26162,1,85
"257468","2021-03-05",79,26241,0,85
"257469","2021-03-06",64,26305,0,85
"257470","2021-03-07",65,26370,0,85
"257471","2021-03-08",71,26441,0,85
"257472","2021-03-09",60,26501,0,85
"257473","2021-03-10",39,26540,0,85
"257474","2021-03-11",58,26598,0,85
"257475","2021-03-12",81,26679,0,85
"257476","2021-03-13",78,26757,1,86
"257477","2021-03-14",170,26927,0,86
"257478","2021-03-15",78,27005,1,87
"257479","2021-03-16",149,27154,0,87
"257480","2021-03-17",248,27402,1,88
"257481","2021-03-18",92,27494,1,89
"257482","2021-03-19",100,27594,1,90
"257483","2021-03-20",119,27713,0,90
"257484","2021-03-21",90,27803,0,90
"257485","2021-03-22",73,27876,1,91
"257486","2021-03-23",401,28277,1,92
"257487","2021-03-24",69,28346,0,92
"257488","2021-03-25",97,28443,0,92
"257489","2021-03-26",134,28577,0,92
"257490","2021-03-27",80,28657,1,93
"257491","2021-03-28",77,28734,1,94
"257492","2021-03-29",39,28773,0,94
"257493","2021-03-30",48,28821,0,94
"257494","2021-03-31",42,28863,0,94
"257495","2021-04-01",26,28889,0,94
"257496","2021-04-02",58,28947,0,94
"257497","2021-04-03",84,29031,1,95
"257498","2021-04-04",96,29127,0,95
"257499","2021-04-05",194,29321,0,95
"257500","2021-04-06",250,29571,0,95
"257501","2021-04-07",334,29905,0,95
"257502","2021-04-08",405,30310,0,95
"257503","2021-04-09",559,30869,1,96
"257504","2021-04-10",789,31658,1,97
"257505","2021-04-11",967,32625,0,97
"257506","2021-04-12",985,33610,0,97
"257507","2021-04-13",965,34575,0,97
"257508","2021-04-14",1335,35910,0,97
"257509","2021-04-15",1543,37453,0,97
"257510","2021-04-16",1585,39038,0,97
"257511","2021-04-17",1547,40585,2,99
"257512","2021-04-18",1767,42352,2,101
"257513","2021-04-19",1390,43742,3,104
"257514","2021-04-20",1443,45185,4,108
"257515","2021-04-21",1458,46643,2,110
"257516","2021-04-22",1470,48113,7,117
"257517","2021-04-23",2070,50183,4,121
"257518","2021-04-24",2839,53022,8,129
"257519","2021-04-25",2438,55460,11,140
"257520","2021-04-26",2048,57508,8,148
"257521","2021-04-27",2179,59687,15,163
"257522","2021-04-28",2012,61699,15,178
"257523","2021-04-29",1871,63570,10,188
"257524","2021-04-30",1583,65153,15,203
"257525","2021-05-01",1891,67044,21,224
"257526","2021-05-02",1940,68984,21,245
"257527","2021-05-03",2041,71025,31,276
"257528","2021-05-04",1763,72788,27,303
"257529","2021-05-05",2112,74900,15,318
"257530","2021-05-06",1911,76811,18,336
"257531","2021-05-07",2044,78855,27,363
"257532","2021-05-08",2419,81274,19,382
"257533","2021-05-09",2101,83375,17,399
"257534","2021-05-10",1630,85005,22,421
"257535","2021-05-11",1919,86924,31,452
"257536","2021-05-12",1983,88907,34,486
"257537","2021-05-13",4887,93794,32,518
"257538","2021-05-14",2256,96050,30,548
"257539","2021-05-15",3095,99145,17,565
"257540","2021-05-16",2302,101447,24,589
"257541","2021-05-17",9635,111082,25,614
"257542","2021-05-18",2473,113555,35,649
"257543","2021-05-19",3394,116949,29,678
"257544","2021-05-20",2636,119585,25,703
"257545","2021-05-21",3481,123066,32,735
"257546","2021-05-22",3052,126118,24,759
"257547","2021-05-23",3382,129500,17,776
"257548","2021-05-24",2713,132213,30,806
